accelerometer.txt

All values are in SI units (m/s^2).
http://developer.android.com/guide/topics/sensors/sensors_overview.html

elapsed-time-system elapsed-time-sensor x y z
9.594 9.591 -0.05267244 0.8379706 10.247183
9.618 9.611 0.23463176 0.7134721 9.691729
9.635 9.631 0.23942018 0.49799395 9.634268
9.656 9.651 -0.11971009 -0.34955344 11.056423
9.675 9.672 -0.48362875 -0.6368576 12.583924
9.696 9.692 -0.5363012 -0.14844051 11.975797
9.722 9.712 -0.076614454 0.2825158 9.586384
9.736 9.732 0.31124622 0.5602432 7.536947
9.759 9.752 0.6751649 0.5267244 6.6079965
9.777 9.772 0.90979666 0.5267244 7.2831616
9.796 9.793 0.45968673 0.23942018 8.901642
9.823 9.813 0.5554548 -0.14844051 9.916783
9.839 9.833 0.3878607 0.11492168 10.505757
9.856 9.853 0.34476504 0.25378537 9.519346
9.877 9.873 0.12449849 0.37349546 8.441956
9.897 9.893 -0.07182605 0.6368576 8.293514
9.917 9.914 -0.16759412 0.79966336 8.7292595
9.938 9.934 -0.33039984 0.9911995 9.509769
9.957 9.954 -0.21547815 1.0534488 9.3421755
9.978 9.974 -0.21547815 1.1492168 9.390059
9.998 9.994 -0.24899697 1.1348516 9.811439
10.018 10.014 -0.45968673 1.2737153 10.563218
10.040 10.035 -0.545878 1.3790601 10.850522
10.060 10.055 -0.58418524 1.3790601 11.056423
10.081 10.075 -0.51714754 1.292869 10.898406
10.098 10.095 -0.45010993 1.0342951 10.783484
10.119 10.115 -0.5602432 0.8714894 11.133038
10.144 10.135 -0.5506664 0.7661445 11.271901
10.159 10.155 -0.79487497 0.8331822 10.874464
10.179 10.176 -0.6991069 0.51235914 9.964667
10.200 10.196 -0.7038953 0.48841715 9.222465
10.220 10.216 -0.79008657 0.047884032 9.720459
10.240 10.236 -0.79487497 -0.8331822 11.281479
10.260 10.256 -0.6607997 -0.8331822 12.684481
10.281 10.276 -0.6847417 -0.37349546 11.281479
10.300 10.297 -0.45489833 -0.076614454 8.954314
10.320 10.317 -0.58897364 0.18195933 7.699753
10.341 10.337 -0.79487497 0.16759412 7.967903
10.367 10.357 -0.80445176 -0.18674773 8.911219
10.387 10.377 -0.7374141 -0.34476504 9.552865
10.401 10.397 -0.6703765 -0.32561144 9.720459
10.421 10.418 -0.5602432 -0.05267244 9.251195
10.443 10.438 -0.25857377 0.11971009 8.475474
10.462 10.458 -0.320823 0.40222588 8.12592
10.484 10.478 -0.46926352 0.6607997 8.379706
10.501 10.498 -0.4309563 0.82360536 8.695741
10.522 10.518 -0.34955344 0.9911995 8.743625
10.542 10.538 -0.14844051 0.92416185 8.437167
10.562 10.559 0.10055647 1.0534488 8.307879
10.584 10.579 0.18195933 1.1923125 9.11712
10.605 10.599 0.21068975 1.2593501 9.773131
10.622 10.619 0.16759412 1.3120226 10.0508585
10.643 10.639 0.22505496 1.3503298 10.084377
